NAME                                                                      IMAGE REFERENCE
sha256:be1710f21cdb76f0ae5b11668f2132fc2699ae77eae536f6ea2aab7be4a37d01   registry.redhat.io/openjdk/openjdk-11-rhel8@sha256:be1710f21cdb76f0ae5b11668f2132fc2699ae77eae536f6ea2aab7be4a37d01
sha256:be1eb62bfb2bcac35ec7ed39e91811ae6a9d8bf82e7ee85e4bc2e6eea49cf979   registry.redhat.io/jboss-webserver-3/webserver31-tomcat8-openshift@sha256:be1eb62bfb2bcac35ec7ed39e91811ae6a9d8bf82e7ee85e4bc2e6eea49cf979
sha256:be51ee43b1596078a17756f38a0017e9338c902f9094f1ad677844d165a02d43   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:be51ee43b1596078a17756f38a0017e9338c902f9094f1ad677844d165a02d43
sha256:becafdfeaf7eddad33453fb4bfa7b989c581bcbc5982e3936b390707c0190731   registry.redhat.io/rhscl/python-27-rhel7@sha256:becafdfeaf7eddad33453fb4bfa7b989c581bcbc5982e3936b390707c0190731
sha256:bf4028ec74ca2313d5c76a7bb2f396f86c53bdc351f80d3a0bd9193c3e683bc4   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:bf4028ec74ca2313d5c76a7bb2f396f86c53bdc351f80d3a0bd9193c3e683bc4
sha256:bfa302144cf280ca6f9e4cbf916d3f4a61f8eadfcf120dfbdef7fc753b66425e   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:bfa302144cf280ca6f9e4cbf916d3f4a61f8eadfcf120dfbdef7fc753b66425e
sha256:c02fee6dc0a2ff1bd6ba7bce4316bf042a09464ada01baaec28bc9ea5db931b7   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:c02fee6dc0a2ff1bd6ba7bce4316bf042a09464ada01baaec28bc9ea5db931b7
sha256:c03cacd968a480b8762984e3e5e5c32d7d942b41cf4f85002182fe3846aaa413   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:c03cacd968a480b8762984e3e5e5c32d7d942b41cf4f85002182fe3846aaa413
sha256:c03d7858d08ad28122cb1967c04620988230e403c53fe488d82f515b591a23ba   registry.redhat.io/ubi8/nodejs-14@sha256:c03d7858d08ad28122cb1967c04620988230e403c53fe488d82f515b591a23ba
sha256:c4e488f457917270bb52b5c023e6d32608c216369a750ad81e6817fa886eb47b   registry.redhat.io/dotnet/dotnet-21-rhel7@sha256:c4e488f457917270bb52b5c023e6d32608c216369a750ad81e6817fa886eb47b
sha256:c513590d865d08b1c96fbf94173213f3d1d398ce52cf4f66c7704283a0856fe8   registry.redhat.io/jboss-datagrid-7/datagrid71-client-openshift@sha256:c513590d865d08b1c96fbf94173213f3d1d398ce52cf4f66c7704283a0856fe8
sha256:c5f7af4c8188bf4619eeaa0f20094bbf5fbfbd824c973ee7da722a48d67300a9   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:c5f7af4c8188bf4619eeaa0f20094bbf5fbfbd824c973ee7da722a48d67300a9
sha256:c649c4d2735cb8e03463b456aee1fa0610d5e80dc00c5efcdab08db83ff6d746   registry.redhat.io/rhscl/php-73-rhel7@sha256:c649c4d2735cb8e03463b456aee1fa0610d5e80dc00c5efcdab08db83ff6d746
sha256:c972f18ec7fc6ba6cf3e04068b3e2bb0d58d2d676a09350961b074599de7dd51   registry.redhat.io/rhpam-7/rhpam-businesscentral-monitoring-rhel8@sha256:c972f18ec7fc6ba6cf3e04068b3e2bb0d58d2d676a09350961b074599de7dd51
sha256:c9e035d14cc8681307275eb62a2b2a054048121941ba70e68e1c6ac89dc875ed   registry.redhat.io/rhel8/nginx-114@sha256:c9e035d14cc8681307275eb62a2b2a054048121941ba70e68e1c6ac89dc875ed
sha256:caba895933209aa9a4f3121f9ec8e5e8013398ab4f72bd3ff255227aad8d2c3e   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:caba895933209aa9a4f3121f9ec8e5e8013398ab4f72bd3ff255227aad8d2c3e
sha256:cb16f56a2b4f3a65bd640e3033d342d0a63e785a779ed2b609d5ffa8ce39cc2b   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:cb16f56a2b4f3a65bd640e3033d342d0a63e785a779ed2b609d5ffa8ce39cc2b
sha256:ccc99fa81ab11c9a2b54af62c4b670b5cbfc445955a85410a168acc20c8bebd7   registry.redhat.io/rhscl/mysql-80-rhel7@sha256:ccc99fa81ab11c9a2b54af62c4b670b5cbfc445955a85410a168acc20c8bebd7
sha256:cd659d1ed127860e2621875d43a1c7c4ce975a57b92bc4b928a76d23e433a3f1   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:cd659d1ed127860e2621875d43a1c7c4ce975a57b92bc4b928a76d23e433a3f1
sha256:cdcd8ceeadf7a6af6a3bf43f286b1219e9870595724f3235426fffb20f2a5b78   registry.redhat.io/fuse7/fuse-apicurito@sha256:cdcd8ceeadf7a6af6a3bf43f286b1219e9870595724f3235426fffb20f2a5b78
sha256:cdd0ce9096a659bb703cec9718458fab9b21f887c5598d1d982e37f0d66140e5   registry.redhat.io/jboss-processserver-6/processserver64-openshift@sha256:cdd0ce9096a659bb703cec9718458fab9b21f887c5598d1d982e37f0d66140e5
sha256:cfd8c4ac1c495b766dd3ff1a85c35afe092858f8f65b52a5b044811719482236   registry.redhat.io/jboss-datagrid-7/datagrid73-openshift@sha256:cfd8c4ac1c495b766dd3ff1a85c35afe092858f8f65b52a5b044811719482236
sha256:cfdd02aa3e0176c69594b40202b9c9384f0c6074588a1e684eb103f610bafda7   registry.redhat.io/ubi8/nodejs-12@sha256:cfdd02aa3e0176c69594b40202b9c9384f0c6074588a1e684eb103f610bafda7
sha256:d1035910e55735e4aaf41ef543f4bec64a0f0f1c4fb4e15954e8a34e25e2beb2   registry.redhat.io/rhscl/httpd-24-rhel7@sha256:d1035910e55735e4aaf41ef543f4bec64a0f0f1c4fb4e15954e8a34e25e2beb2
sha256:d241221c68d52ecf97f602705f4abc5ccbd1caf8ee24a2fb81741350009616c5   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:d241221c68d52ecf97f602705f4abc5ccbd1caf8ee24a2fb81741350009616c5
sha256:d2e75dac02681ed5aded89115b736ba5e83011294686cd6d04780aebffc0ff5d   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:d2e75dac02681ed5aded89115b736ba5e83011294686cd6d04780aebffc0ff5d
sha256:d42d8603e57c75092e11174af3eb6d3484258f9f9d21a008d4bbdb3d9d05bede   registry.redhat.io/jboss-eap-7/eap72-openjdk11-openshift-rhel8@sha256:d42d8603e57c75092e11174af3eb6d3484258f9f9d21a008d4bbdb3d9d05bede
sha256:d42e07c9778fb229093b2e746b706cb13977d3b5bff30f788bb1465688e451a3   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:d42e07c9778fb229093b2e746b706cb13977d3b5bff30f788bb1465688e451a3
sha256:d4aca34171b73e13ee9afa207e6b27acbe2fe1c86c23af9a5516bec6d581a611   registry.redhat.io/fuse7/fuse-console@sha256:d4aca34171b73e13ee9afa207e6b27acbe2fe1c86c23af9a5516bec6d581a611
sha256:d4d938efa4dd6b35379c04d0633db5810ef26802b9067c7b8589cdfbf1bd947e   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:d4d938efa4dd6b35379c04d0633db5810ef26802b9067c7b8589cdfbf1bd947e
sha256:d535366f0446f22c2796ea9d397b9186160c0a04b55f28190a4f8708d6786329   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-runtime-openshift-rhel8@sha256:d535366f0446f22c2796ea9d397b9186160c0a04b55f28190a4f8708d6786329
sha256:d5a066bf46835c12cc794dc6481f41efe082afc40b7900a87ff9f881764d903a   registry.redhat.io/jboss-eap-7/eap71-openshift@sha256:d5a066bf46835c12cc794dc6481f41efe082afc40b7900a87ff9f881764d903a
sha256:d725428409e931f4ac25472cf1064ca2b5b3b3099c4662760026b14d8ff3db22   registry.redhat.io/jboss-amq-6/amq63-openshift@sha256:d725428409e931f4ac25472cf1064ca2b5b3b3099c4662760026b14d8ff3db22
sha256:d80e6e12fcad27758c99b9b8798311a0e028ebb9aaf81717bb2791a23a4444b0   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift-rhel8@sha256:d80e6e12fcad27758c99b9b8798311a0e028ebb9aaf81717bb2791a23a4444b0
sha256:d87c2c8c2581cc950eaa0f1efb4bc319262993524cdb71458a63e320fbf23fa0   registry.redhat.io/jboss-datagrid-6/datagrid65-openshift@sha256:d87c2c8c2581cc950eaa0f1efb4bc319262993524cdb71458a63e320fbf23fa0
sha256:d88de3935a4ad6a2a8a04a49733d1e7cba14688cd5c8081b78538a86fc499d5a   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:d88de3935a4ad6a2a8a04a49733d1e7cba14688cd5c8081b78538a86fc499d5a
sha256:d91d9f4a7fd11ca2f5565932ca4a85085bc1cb67cb4b3235ef645b82451222f5   registry.redhat.io/redhat-sso-7/sso72-openshift@sha256:d91d9f4a7fd11ca2f5565932ca4a85085bc1cb67cb4b3235ef645b82451222f5
sha256:d932dec43fdcabb60a0959dee76ee1a3fbc22a5a29a448609d5dacce2ca220d8   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:d932dec43fdcabb60a0959dee76ee1a3fbc22a5a29a448609d5dacce2ca220d8
sha256:daac7c37c508ca93c3d47a78d408025df0b997401251110f86123a73472bd8d0   registry.redhat.io/ubi8/php-72@sha256:daac7c37c508ca93c3d47a78d408025df0b997401251110f86123a73472bd8d0
sha256:dabd3c23e305eda04fe071c4a5f76653cb527d5cbd45c88a59065a6833ffafe1   registry.redhat.io/jboss-eap-7/eap73-openjdk8-openshift-rhel7@sha256:dabd3c23e305eda04fe071c4a5f76653cb527d5cbd45c88a59065a6833ffafe1
sha256:db4b1cc088c91d39869c4bee4d6cfb1430310971a5e1ed3720a553b6f801db5b   registry.redhat.io/jboss-eap-7/eap71-openshift@sha256:db4b1cc088c91d39869c4bee4d6cfb1430310971a5e1ed3720a553b6f801db5b
sha256:db8c51f756447deebe1e963e6f0880b86c0d000255301aabef89c35b18e3fdb8   registry.redhat.io/jboss-webserver-3/webserver31-tomcat7-openshift@sha256:db8c51f756447deebe1e963e6f0880b86c0d000255301aabef89c35b18e3fdb8
sha256:dbe9905fe2b20ed30b0e2d64543016fa9c145eeb5a678f720ba9d2055f0c9f88   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:dbe9905fe2b20ed30b0e2d64543016fa9c145eeb5a678f720ba9d2055f0c9f88
sha256:dc84fed0f6f40975a2277c126438c8aa15c70eeac75981dbaa4b6b853eff61a6   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:dc84fed0f6f40975a2277c126438c8aa15c70eeac75981dbaa4b6b853eff61a6
sha256:dce8579a02c29eb19fd1e1a4801f0129b9201989815d98db7fbaef35077139e8   registry.redhat.io/jboss-fuse-6/fis-java-openshift@sha256:dce8579a02c29eb19fd1e1a4801f0129b9201989815d98db7fbaef35077139e8
sha256:de0000ba9e2447f4b94c357f57f9a8c68e0490a5fd03c1191c6c6b170caba203   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:de0000ba9e2447f4b94c357f57f9a8c68e0490a5fd03c1191c6c6b170caba203
sha256:de367e926a4fb5502f6c3f30459b327c151d17578b59ff10634ca29cbdc7a84f   registry.redhat.io/jboss-datagrid-7/datagrid72-openshift@sha256:de367e926a4fb5502f6c3f30459b327c151d17578b59ff10634ca29cbdc7a84f
sha256:dedac48f42c3b8423372c5d1ce609776b110f34c6ad8e30ade576a7cb7def232   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:dedac48f42c3b8423372c5d1ce609776b110f34c6ad8e30ade576a7cb7def232
sha256:df13fa689944b028595f593480bc54b17e3f81ca685a6b4290089e6a3c4e3a8e   registry.redhat.io/jboss-datagrid-7/datagrid71-openshift@sha256:df13fa689944b028595f593480bc54b17e3f81ca685a6b4290089e6a3c4e3a8e
sha256:df2b4b8e8f4b7b183c443653b6f11ac529d7c6421972078a464b765ab31b075d   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:df2b4b8e8f4b7b183c443653b6f11ac529d7c6421972078a464b765ab31b075d
sha256:df6092b51269b5a8fd7c0448b2d5ed66da76dbf8ee322e5fe35fa5dd58c22235   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:df6092b51269b5a8fd7c0448b2d5ed66da76dbf8ee322e5fe35fa5dd58c22235
sha256:e0dc06d36df968cf6940c7a44e4527a43f38a2be1a707db2e1b9eb6b9c46f7fd   registry.redhat.io/rhpam-7/rhpam-businesscentral-rhel8@sha256:e0dc06d36df968cf6940c7a44e4527a43f38a2be1a707db2e1b9eb6b9c46f7fd
sha256:e12d4107cfe12b7b9f3817bde90dcb07ff3ee7e3b6482120fec6d37583df727f   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:e12d4107cfe12b7b9f3817bde90dcb07ff3ee7e3b6482120fec6d37583df727f
sha256:e2427fa283ae7f4bf8e5328a3f2d4840c7cfb9239910766611c484ae50b9bb2b   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:e2427fa283ae7f4bf8e5328a3f2d4840c7cfb9239910766611c484ae50b9bb2b
sha256:e2b046e53e111bdc8196b064ed4f0a304952d5a7fd166a66da6d67632209bc2e   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:e2b046e53e111bdc8196b064ed4f0a304952d5a7fd166a66da6d67632209bc2e
sha256:e411782ad691c6f7fcaaae6d400c77dd4e04789fa4f977d7e57824cb5a9fe364   registry.redhat.io/redhat-sso-7/sso73-openshift@sha256:e411782ad691c6f7fcaaae6d400c77dd4e04789fa4f977d7e57824cb5a9fe364
sha256:e4bfab9ef57cff6e85cc5edc184252282d8e9ff240d8f2b99ebba0e771fd1da5   registry.redhat.io/jboss-eap-7/eap70-openshift@sha256:e4bfab9ef57cff6e85cc5edc184252282d8e9ff240d8f2b99ebba0e771fd1da5
sha256:e51f3d0f63f13d009eed501fecf72f8ae9523629f4588045d8f9ef4fe0e08c3d   registry.redhat.io/rhdm-7/rhdm-kieserver-rhel8@sha256:e51f3d0f63f13d009eed501fecf72f8ae9523629f4588045d8f9ef4fe0e08c3d
sha256:e61420525f02c4e85ba9b79b9702880a11907d8ab79b9b0a36dbf559ce0f5234   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:e61420525f02c4e85ba9b79b9702880a11907d8ab79b9b0a36dbf559ce0f5234
sha256:e6a965535ee78c594bf51d0ba13d02377a8bea8bfdd594c19b770848fc7fd8b1   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift-rhel8@sha256:e6a965535ee78c594bf51d0ba13d02377a8bea8bfdd594c19b770848fc7fd8b1
sha256:e6e705dddc33c614beffab68594ea83fd56e0761c7eae5ddab4038968ebcc748   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:e6e705dddc33c614beffab68594ea83fd56e0761c7eae5ddab4038968ebcc748
sha256:e78f3020712cf12dc04dfd325e5c4759c298cd1b805f4920a4f41995d469bb0d   registry.redhat.io/jboss-eap-7/eap72-openshift@sha256:e78f3020712cf12dc04dfd325e5c4759c298cd1b805f4920a4f41995d469bb0d
sha256:e7ceea30da82c540fce1ecfccc3160826eb1ee84e4114e4dba2049860d3fc15d   registry.redhat.io/redhat-sso-7/sso71-openshift@sha256:e7ceea30da82c540fce1ecfccc3160826eb1ee84e4114e4dba2049860d3fc15d
sha256:e8250ef60f2936e631da0c1c0f1f6b6e3dc118f6bfc46e605148e52edb24d158   registry.redhat.io/jboss-eap-7/eap71-openshift@sha256:e8250ef60f2936e631da0c1c0f1f6b6e3dc118f6bfc46e605148e52edb24d158
sha256:e95bd87469d54d134e29778e6ca26b961773fab6dead5d3372899b5bcecc028e   registry.redhat.io/jboss-datagrid-6/datagrid65-openshift@sha256:e95bd87469d54d134e29778e6ca26b961773fab6dead5d3372899b5bcecc028e
sha256:e991ac13127cc0dd56d074506c32f36dad0bafb8e8cc0f0a19f660ce017ada12   registry.redhat.io/jboss-webserver-3/webserver31-tomcat7-openshift@sha256:e991ac13127cc0dd56d074506c32f36dad0bafb8e8cc0f0a19f660ce017ada12
sha256:e9fb3bba12847595c84aaeb55989fb123e147f565f7ae371e672a06c9358dd36   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:e9fb3bba12847595c84aaeb55989fb123e147f565f7ae371e672a06c9358dd36
sha256:eace202de6de3fcd312e7e07c8411df5cf3b21cfcfebf796d2072343796bbe54   registry.redhat.io/jboss-fuse-6/fis-karaf-openshift@sha256:eace202de6de3fcd312e7e07c8411df5cf3b21cfcfebf796d2072343796bbe54
sha256:eb44bab9ef33525cfa41c6c32a44d15fb7a0455e4ed14a6f3be5f82d1ddf24b4   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:eb44bab9ef33525cfa41c6c32a44d15fb7a0455e4ed14a6f3be5f82d1ddf24b4
sha256:ed6bb4df207bfe79b888179d0945fa4480a6cde730014a56cb18533eb700065f   registry.redhat.io/ubi8/perl-526@sha256:ed6bb4df207bfe79b888179d0945fa4480a6cde730014a56cb18533eb700065f
sha256:eecdd28dcde23dbdf98771de69d2bbef8278c2be16bafb1bb9d45425c3a07ff3   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift@sha256:eecdd28dcde23dbdf98771de69d2bbef8278c2be16bafb1bb9d45425c3a07ff3
sha256:ef7b0640cac35fff31034da7c1c092e074ff1614c1b7575da249e8fce1f98254   registry.redhat.io/rhdm-7/rhdm-decisioncentral-rhel8@sha256:ef7b0640cac35fff31034da7c1c092e074ff1614c1b7575da249e8fce1f98254
sha256:efffe1285fc5491d947a23d7a82c4ececbb20f639e913dd3df7d6a8a16c456f3   registry.redhat.io/jboss-datagrid-7/datagrid72-openshift@sha256:efffe1285fc5491d947a23d7a82c4ececbb20f639e913dd3df7d6a8a16c456f3
sha256:f099e460a4f6ad5c52c696103bf6128e004aa2e432bd1d05235f422809677480   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:f099e460a4f6ad5c52c696103bf6128e004aa2e432bd1d05235f422809677480
sha256:f100102725c60c2d53643e532e883996bf9cdeab9c4661f86c809b2b100eda16   registry.redhat.io/rhscl/mariadb-103-rhel7@sha256:f100102725c60c2d53643e532e883996bf9cdeab9c4661f86c809b2b100eda16
sha256:f1355e0714431109c6b4c64fe8bcc565c096395ccce0690bb21ce5fb49d51d6c   registry.redhat.io/jboss-datagrid-7/datagrid71-openshift@sha256:f1355e0714431109c6b4c64fe8bcc565c096395ccce0690bb21ce5fb49d51d6c
sha256:f19f8c2d2f08a426462416b3050ebbbce75b8947b7d0cf3866e1e506495f5a18   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:f19f8c2d2f08a426462416b3050ebbbce75b8947b7d0cf3866e1e506495f5a18
sha256:f21f82cf7bb65bc04bfb97d8b253ab9f91e6dd31a0cbcf992611717e83ede635   registry.redhat.io/rhpam-7/rhpam-kieserver-rhel8@sha256:f21f82cf7bb65bc04bfb97d8b253ab9f91e6dd31a0cbcf992611717e83ede635
sha256:f2b2b3a7ed9033f84d75361ee7782a7c183e9f727fdc39ad7396045ee9452fb3   registry.redhat.io/openjdk/openjdk-11-rhel7@sha256:f2b2b3a7ed9033f84d75361ee7782a7c183e9f727fdc39ad7396045ee9452fb3
sha256:f31b0a317e4251ff81ab9fb8ca91e995d17ef88a7f8184475eba9f871085085d   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift-rhel8@sha256:f31b0a317e4251ff81ab9fb8ca91e995d17ef88a7f8184475eba9f871085085d
sha256:f324b89c8bad83b8fdef99927fde58c69f1e6f0fd904c7b38c266ebaade71eff   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:f324b89c8bad83b8fdef99927fde58c69f1e6f0fd904c7b38c266ebaade71eff
sha256:f34b4f01a131cb17cff5a8739635516d948131690eec78cd821d8bbd31f771f2   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:f34b4f01a131cb17cff5a8739635516d948131690eec78cd821d8bbd31f771f2
sha256:f40dbe28b724aa627ef1364f46682a5e74a18570fb3dece2d8c7974bdb431b04   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:f40dbe28b724aa627ef1364f46682a5e74a18570fb3dece2d8c7974bdb431b04
sha256:f47f7f0618375eb34a6da6dc1575d9d75ecf6d8f3af092521f99cf004a8a5484   registry.redhat.io/rhscl/ruby-27-rhel7@sha256:f47f7f0618375eb34a6da6dc1575d9d75ecf6d8f3af092521f99cf004a8a5484
sha256:f543f569234f2321267f70c544bb1ef10215c5278204f210adbc59111db8eec5   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:f543f569234f2321267f70c544bb1ef10215c5278204f210adbc59111db8eec5
sha256:f65bec1eae9f3d8ee4d64461370052496e1778a2db5fdd7af360e1235524ace6   registry.redhat.io/rhel8/nginx-116@sha256:f65bec1eae9f3d8ee4d64461370052496e1778a2db5fdd7af360e1235524ace6
sha256:f74e72bc7bb13dec9f38ef9e00a8665a7c08a386176ca4b3c41075491e8d07e7   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:f74e72bc7bb13dec9f38ef9e00a8665a7c08a386176ca4b3c41075491e8d07e7
sha256:f7718f5efd3436e781ee4322c92ab0c4ae63e61f5b36f1473a57874cc3522669   registry.access.redhat.com/ubi8/dotnet-21@sha256:f7718f5efd3436e781ee4322c92ab0c4ae63e61f5b36f1473a57874cc3522669
sha256:f7ca08a8dda3610fcc10cc1fe5f5d0b9f8fc7a283b01975d0fe2c1e77ae06193   registry.access.redhat.com/ubi8/openjdk-8@sha256:f7ca08a8dda3610fcc10cc1fe5f5d0b9f8fc7a283b01975d0fe2c1e77ae06193
sha256:f86e02fb8c740b4ed1f59300e94be69783ee51a38cc9ce6ddb73b6f817e173b3   registry.redhat.io/jboss-datagrid-6/datagrid65-openshift@sha256:f86e02fb8c740b4ed1f59300e94be69783ee51a38cc9ce6ddb73b6f817e173b3
sha256:fb68c4b10f4a0ece7ed0488af22e5699021e1b9a8461e9f4f9f39072d71a70da   registry.redhat.io/jboss-webserver-5/webserver54-openjdk11-tomcat9-openshift-rhel7@sha256:fb68c4b10f4a0ece7ed0488af22e5699021e1b9a8461e9f4f9f39072d71a70da
sha256:fefc4db0a5c3e0b55e14985cb1965de9766b299c9d23c319c9d2f3e6bc2f30d0   registry.redhat.io/jboss-eap-7/eap73-openjdk11-runtime-openshift-rhel8@sha256:fefc4db0a5c3e0b55e14985cb1965de9766b299c9d23c319c9d2f3e6bc2f30d0
sha256:ff430498fdcc08abe8e39971079f4361744405ba14224fe7f12705c087126985   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:ff430498fdcc08abe8e39971079f4361744405ba14224fe7f12705c087126985
sha256:ff72d566d28f0d9b0c54533bc4dc175393860c04b29fc75a8f8dc3242f3b3b9f   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:ff72d566d28f0d9b0c54533bc4dc175393860c04b29fc75a8f8dc3242f3b3b9f
