NAME                                                                      IMAGE REFERENCE
sha256:5d82e10c1a7855e426589bb02645b9354c26e9a908cab3e634dbd6eda52cb0be   registry.access.redhat.com/ubi8/dotnet-50-runtime@sha256:5d82e10c1a7855e426589bb02645b9354c26e9a908cab3e634dbd6eda52cb0be
sha256:5f039f1f47167ac4fc9cc7cf6e9e1c7a4a79896f0d32ba90e8185fc1eab3edb9   registry.redhat.io/rhel8/postgresql-12@sha256:5f039f1f47167ac4fc9cc7cf6e9e1c7a4a79896f0d32ba90e8185fc1eab3edb9
sha256:5fb3543c0d42146f0506c1ea4d09575131da6a2f27885729b7cfce13a0fa90e3   registry.redhat.io/openjdk/openjdk-11-rhel7@sha256:5fb3543c0d42146f0506c1ea4d09575131da6a2f27885729b7cfce13a0fa90e3
sha256:5ff1eba3b16327e536fdbb6091a34e63e124b3576d01fce7ba1e4394569c499e   registry.redhat.io/ubi8/perl-530@sha256:5ff1eba3b16327e536fdbb6091a34e63e124b3576d01fce7ba1e4394569c499e
sha256:5ffd5b1ec8e4264cdd62a3063ee56e370a973e0777da9c8c6f3a5f12e22fe6d5   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:5ffd5b1ec8e4264cdd62a3063ee56e370a973e0777da9c8c6f3a5f12e22fe6d5
sha256:60a845a93d1db4e591a8a17da8305d5c8086275425f925760738b75013c01302   image-registry.openshift-image-registry.svc:5000/cicd-demo/service-one-ace-img@sha256:60a845a93d1db4e591a8a17da8305d5c8086275425f925760738b75013c01302
sha256:60ae14044ed4cbf5feb5d3f70f53043d3a90b5edf59b7bcfe374e3b72c78a37e   registry.redhat.io/ubi8/ruby-25@sha256:60ae14044ed4cbf5feb5d3f70f53043d3a90b5edf59b7bcfe374e3b72c78a37e
sha256:61da38bcce90687290b6bfdcb2ead1e69c3aedfefae6646def2c43b5e561cd62   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:61da38bcce90687290b6bfdcb2ead1e69c3aedfefae6646def2c43b5e561cd62
sha256:628404a3c6962cf56e35a9947b52759d2584835e280994f8defeb6dce9ff08a9   registry.redhat.io/jboss-eap-7/eap73-openjdk11-openshift-rhel8@sha256:628404a3c6962cf56e35a9947b52759d2584835e280994f8defeb6dce9ff08a9
sha256:62da69403ad677f8b5ca34c2b07ed15574261d406b851d86624ba9231b7a545f   registry.redhat.io/3scale-amp2/apicast-gateway-rhel8@sha256:62da69403ad677f8b5ca34c2b07ed15574261d406b851d86624ba9231b7a545f
sha256:634882b777e1ff70626b91fa849ad663fe5d3028936c0a22adfd3b0a139c1ace   registry.redhat.io/jboss-eap-7/eap73-openjdk8-runtime-openshift-rhel7@sha256:634882b777e1ff70626b91fa849ad663fe5d3028936c0a22adfd3b0a139c1ace
sha256:63b98b7971287dabaf021e508f1063adf75747de9422d7635f8cb483816eae6c   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:63b98b7971287dabaf021e508f1063adf75747de9422d7635f8cb483816eae6c
sha256:64fced5004d1d0a7d2028abc0963b2afdfaf5de45fd5b3faa2965164539fbaff   registry.redhat.io/ubi7/go-toolset@sha256:64fced5004d1d0a7d2028abc0963b2afdfaf5de45fd5b3faa2965164539fbaff
sha256:6561ba71d62023b5e1e4ad9bd4f039ae4e10464806206de42efb14444b577a8b   registry.redhat.io/jboss-webserver-3/webserver31-tomcat8-openshift@sha256:6561ba71d62023b5e1e4ad9bd4f039ae4e10464806206de42efb14444b577a8b
sha256:657f5461748458d8b7ba23cab1b9aa0ebaae7e629a68c8fcbed7fa4e740d9db8   registry.redhat.io/rhel8/httpd-24@sha256:657f5461748458d8b7ba23cab1b9aa0ebaae7e629a68c8fcbed7fa4e740d9db8
sha256:65ba79bf6f3f103f606011a63a12f48b8bbc4f49fde3f96bee55e975d35b00ff   registry.redhat.io/3scale-amp25/apicast-gateway@sha256:65ba79bf6f3f103f606011a63a12f48b8bbc4f49fde3f96bee55e975d35b00ff
sha256:663eb81388ae8f824e7920c272f6d2e2274cf6c140d61416607261cdce9d50e2   registry.access.redhat.com/ubi8/openjdk-11@sha256:663eb81388ae8f824e7920c272f6d2e2274cf6c140d61416607261cdce9d50e2
sha256:671f386241987946c189838af8ed4aca2b83a56d63bfff638fbfb47d5b1b8248   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:671f386241987946c189838af8ed4aca2b83a56d63bfff638fbfb47d5b1b8248
sha256:67339669477ededba54ec7039a0d5f20a515eacbce215707216233b0b9524055   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:67339669477ededba54ec7039a0d5f20a515eacbce215707216233b0b9524055
sha256:6ae007be962c5b60c47c8bb11782536520cc9b61d001da6c363eef36487450b7   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:6ae007be962c5b60c47c8bb11782536520cc9b61d001da6c363eef36487450b7
sha256:6ae8aac3eb60535a4359995474b61c977d934f5db348f1d58ae46654128aec3b   registry.redhat.io/jboss-amq-6/amq63-openshift@sha256:6ae8aac3eb60535a4359995474b61c977d934f5db348f1d58ae46654128aec3b
sha256:6b78482f17da060b55ba6c92064a9235b9b38fff0eaaccc6923e23e597d66756   registry.redhat.io/jboss-webserver-3/webserver31-tomcat8-openshift@sha256:6b78482f17da060b55ba6c92064a9235b9b38fff0eaaccc6923e23e597d66756
sha256:6c009f430da02bdcff618a7dcd085d7d22547263eeebfb8d6377a4cf6f58769d   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:6c009f430da02bdcff618a7dcd085d7d22547263eeebfb8d6377a4cf6f58769d
sha256:6db187646c33fe5058e481e2344efe5be7cf8f881173d715174d61b50ee96cda   registry.redhat.io/redhat-sso-7/sso70-openshift@sha256:6db187646c33fe5058e481e2344efe5be7cf8f881173d715174d61b50ee96cda
sha256:6e20b81d4261bd1050048d157a50b4af531ff19aaccdf1e1abfa24ebfa051fa0   registry.redhat.io/rhscl/nodejs-12-rhel7@sha256:6e20b81d4261bd1050048d157a50b4af531ff19aaccdf1e1abfa24ebfa051fa0
sha256:6eb91bbec4fe391c237391f192081a73f9bb40131a2a3c989507fb81913a70ef   registry.redhat.io/redhat-sso-7/sso72-openshift@sha256:6eb91bbec4fe391c237391f192081a73f9bb40131a2a3c989507fb81913a70ef
sha256:6ef87e9fc054e3e38954a663fef6feb0662711ebd128c363b32d02f8ec023510   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:6ef87e9fc054e3e38954a663fef6feb0662711ebd128c363b32d02f8ec023510
sha256:6f1ecfad4b41ab27fb9ef22585753338b7060bd99b1470bdcccaf72bf022703e   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-runtime-openshift-rhel8@sha256:6f1ecfad4b41ab27fb9ef22585753338b7060bd99b1470bdcccaf72bf022703e
sha256:70ac881303a4e7271e9879cb579cb544157ff548bb6d3db7f14769fde9bf5a9b   registry.redhat.io/jboss-decisionserver-6/decisionserver64-openshift@sha256:70ac881303a4e7271e9879cb579cb544157ff548bb6d3db7f14769fde9bf5a9b
sha256:72403b1e12cfca74c8c28e439bdff05a82347707d0fe46d724f1dc13ff22de2b   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:72403b1e12cfca74c8c28e439bdff05a82347707d0fe46d724f1dc13ff22de2b
sha256:73e1148be78ac2f5c918c98638dd3055b5bba9f75498c63145b3a50200315b6c   registry.redhat.io/jboss-eap-7/eap73-openjdk8-openshift-rhel7@sha256:73e1148be78ac2f5c918c98638dd3055b5bba9f75498c63145b3a50200315b6c
sha256:741a784b5a89663479eb807384c575b06e27aa8f8851ca2f7bc5cdb22dca5186   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:741a784b5a89663479eb807384c575b06e27aa8f8851ca2f7bc5cdb22dca5186
sha256:7436c78594cf5c8695438ef9e77134d41dfc76c514e8855f39840ebe47afdf26   registry.redhat.io/jboss-processserver-6/processserver64-openshift@sha256:7436c78594cf5c8695438ef9e77134d41dfc76c514e8855f39840ebe47afdf26
sha256:744915c2321f438c5af643600c487889e7169f238c96628a9c4f6efe36fbe09b   registry.redhat.io/jboss-datagrid-6/datagrid65-openshift@sha256:744915c2321f438c5af643600c487889e7169f238c96628a9c4f6efe36fbe09b
sha256:753a04959ae538c2eac550f6aa4a0cab835b07a8bf2ab4673cdf113678469891   registry.redhat.io/jboss-datagrid-7/datagrid72-openshift@sha256:753a04959ae538c2eac550f6aa4a0cab835b07a8bf2ab4673cdf113678469891
sha256:76bebff9f4fb5c360974950e4977a710d18ca3ecee6a0dad9abf507ccd6f5f34   registry.redhat.io/3scale-amp24/apicast-gateway@sha256:76bebff9f4fb5c360974950e4977a710d18ca3ecee6a0dad9abf507ccd6f5f34
sha256:77d6a4adc31751dbb9cbf1fc7dd2ad73df676b3aadc9c97abb5de6b8de426fd1   registry.redhat.io/rhel8/mysql-80@sha256:77d6a4adc31751dbb9cbf1fc7dd2ad73df676b3aadc9c97abb5de6b8de426fd1
sha256:78af15475eac13d2ff439b33a9c3bdd39147858a824c420e8042fd5f35adce15   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:78af15475eac13d2ff439b33a9c3bdd39147858a824c420e8042fd5f35adce15
sha256:78babc72c1348848eaab907b8dd44dec8b40fbfe84c2881956d9441f0d9091b6   registry.redhat.io/redhat-sso-7/sso72-openshift@sha256:78babc72c1348848eaab907b8dd44dec8b40fbfe84c2881956d9441f0d9091b6
sha256:7a3acb825766a00fd865d9616bbd129fd747dd38b340704c835e47b9071de1d4   registry.redhat.io/jboss-eap-7/eap70-openshift@sha256:7a3acb825766a00fd865d9616bbd129fd747dd38b340704c835e47b9071de1d4
sha256:7a9dd1ab891c0e3b35a5a0812d8d4d55df13a261d2edf38988886ac818642185   registry.redhat.io/jboss-webserver-5/webserver54-openjdk8-tomcat9-openshift-rhel8@sha256:7a9dd1ab891c0e3b35a5a0812d8d4d55df13a261d2edf38988886ac818642185
sha256:7b44cbe55ec88639031310aa3daaee52069f8b8a89f678596ccfd0f001ff031d   registry.redhat.io/jboss-processserver-6/processserver64-openshift@sha256:7b44cbe55ec88639031310aa3daaee52069f8b8a89f678596ccfd0f001ff031d
sha256:7b4d8986212601403ca07b320fd5dadb9f624298251620b8f6e2b55f993d9124   registry.redhat.io/jboss-eap-7/eap70-openshift@sha256:7b4d8986212601403ca07b320fd5dadb9f624298251620b8f6e2b55f993d9124
sha256:7c06cfdba0ba61fa95e37483fe9ba62a71074dfe21b2aacfe983c781a4e963e7   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:7c06cfdba0ba61fa95e37483fe9ba62a71074dfe21b2aacfe983c781a4e963e7
sha256:7c899de480fa422d64ccff6932c187d50ccfe2c404ae3a73759c67d292764471   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:7c899de480fa422d64ccff6932c187d50ccfe2c404ae3a73759c67d292764471
sha256:7d239e7ed3e86fe3847526c36bc7378a4498840381b1d2084aba6d68d4a36aa8   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:7d239e7ed3e86fe3847526c36bc7378a4498840381b1d2084aba6d68d4a36aa8
sha256:7d853189bbe4334cc3c459eaa3e2d0a54c5d2a831751cd0a6c9cc90506db72a5   registry.redhat.io/dotnet/dotnet-31-rhel7@sha256:7d853189bbe4334cc3c459eaa3e2d0a54c5d2a831751cd0a6c9cc90506db72a5
sha256:7f4c56719e377215a4f2d2526c3974def6e9a02093fd6a8cf3473bcd500e620b   registry.redhat.io/rh-sso-7/sso74-openshift-rhel8@sha256:7f4c56719e377215a4f2d2526c3974def6e9a02093fd6a8cf3473bcd500e620b
sha256:7ff37528e1f3b80eab96ebede0863f230c5ed5762ee110e131ed8841349d79e3   registry.redhat.io/rhel8/redis-5@sha256:7ff37528e1f3b80eab96ebede0863f230c5ed5762ee110e131ed8841349d79e3
sha256:81454290da0d579e8fc822d14df1691763deb1ff6d9c567b9a9ccdeb731a3dac   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:81454290da0d579e8fc822d14df1691763deb1ff6d9c567b9a9ccdeb731a3dac
sha256:81b90a8631365925fa0168426c9ee223d86b2191941bd37c441da54aa6592a24   registry.redhat.io/jboss-datagrid-6/datagrid65-client-openshift@sha256:81b90a8631365925fa0168426c9ee223d86b2191941bd37c441da54aa6592a24
sha256:8233e6a0d4a3b88d7ab0e72071684060aae241a994cf5e31408ae4910093fdbf   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:8233e6a0d4a3b88d7ab0e72071684060aae241a994cf5e31408ae4910093fdbf
sha256:8285963b07759f0c56c8d1ad0af2db81a23859dffa33b851e7c17438b8f35337   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:8285963b07759f0c56c8d1ad0af2db81a23859dffa33b851e7c17438b8f35337
sha256:8415e01e885b732aa1914ad347b3f2434ca85bf940a4493e3d5836cc13d7f534   registry.redhat.io/3scale-amp2/apicast-gateway-rhel8@sha256:8415e01e885b732aa1914ad347b3f2434ca85bf940a4493e3d5836cc13d7f534
sha256:852d8ea448cfb93036fc5f1b69f58249bc2e4454d326bd927839c5de6ce50a7b   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:852d8ea448cfb93036fc5f1b69f58249bc2e4454d326bd927839c5de6ce50a7b
sha256:85681ca8ba11627c643edaecdf95a978de0fb4384091e216ca2e70660cee7e24   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift@sha256:85681ca8ba11627c643edaecdf95a978de0fb4384091e216ca2e70660cee7e24
sha256:86a0bcbefd1cf8891e453a19c2e2285434e811bf1d0c3f71932c127d5db55855   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:86a0bcbefd1cf8891e453a19c2e2285434e811bf1d0c3f71932c127d5db55855
sha256:86b243a67f959a6cb1eb3fa45b6151d6fff6373e0491ddf86cef32b8ff608ea6   registry.redhat.io/jboss-amq-6/amq63-openshift@sha256:86b243a67f959a6cb1eb3fa45b6151d6fff6373e0491ddf86cef32b8ff608ea6
sha256:86e3cbe3e43c4048147c61bdf7b0d682f95753e4fb456ea8319302152a75073a   registry.redhat.io/fuse7/fuse-apicurito-generator@sha256:86e3cbe3e43c4048147c61bdf7b0d682f95753e4fb456ea8319302152a75073a
sha256:87571db92ec7bd68cdf3d25e2abfd844989c8b0bab49a8ec5e2fcc81df2d1d96   registry.redhat.io/ubi8/openjdk-11@sha256:87571db92ec7bd68cdf3d25e2abfd844989c8b0bab49a8ec5e2fcc81df2d1d96
sha256:8968c86f5e2831796cf5f464c87a911b5513fd543b7f3485ccc497fe05ad6bca   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:8968c86f5e2831796cf5f464c87a911b5513fd543b7f3485ccc497fe05ad6bca
sha256:896d60f51b52219c0f9116e334e20b982a457964d96816a015ffdb9ff1958d9e   registry.redhat.io/redhat-sso-7/sso71-openshift@sha256:896d60f51b52219c0f9116e334e20b982a457964d96816a015ffdb9ff1958d9e
sha256:8af93c874e21fb91f893320c381accdd682677108787052922801ece0d3432fd   registry.redhat.io/fuse7/fuse-apicurito@sha256:8af93c874e21fb91f893320c381accdd682677108787052922801ece0d3432fd
sha256:8b43d37a1526c8d7e98210b89ebfe47a257b015d869944379d511ea1a03f691a   registry.redhat.io/redhat-sso-7/sso71-openshift@sha256:8b43d37a1526c8d7e98210b89ebfe47a257b015d869944379d511ea1a03f691a
sha256:8b47bb6698cc671d11b7729ccab5c4350d8b41f59a707fb7eb246af1355f929e   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:8b47bb6698cc671d11b7729ccab5c4350d8b41f59a707fb7eb246af1355f929e
sha256:8bc9db3b7b817dff5973041d685690d26089f24ba5432efdd3deaa095c1face8   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:8bc9db3b7b817dff5973041d685690d26089f24ba5432efdd3deaa095c1face8
sha256:8c148fc54caeb860262c3710675c97c58aba79af2d3c76de795b97143aae0e3f   registry.redhat.io/fuse7/fuse-java-openshift@sha256:8c148fc54caeb860262c3710675c97c58aba79af2d3c76de795b97143aae0e3f
sha256:8c7690d21bedc1aa822661b5e5b72626e52178ea8295ab734d2f9c9bc7548e19   registry.redhat.io/jboss-datagrid-7/datagrid71-openshift@sha256:8c7690d21bedc1aa822661b5e5b72626e52178ea8295ab734d2f9c9bc7548e19
sha256:8c8aa52c1dc52cb3fe19ab9df5d129e3dc8bae754fb3a84d5194b445071b0ca8   registry.redhat.io/redhat-sso-7/sso71-openshift@sha256:8c8aa52c1dc52cb3fe19ab9df5d129e3dc8bae754fb3a84d5194b445071b0ca8
sha256:8dc9932eabd30f2ee4d0b882500c65b48f3c2fbbd85bfd51d0d18410af404a39   registry.redhat.io/rhscl/mongodb-36-rhel7@sha256:8dc9932eabd30f2ee4d0b882500c65b48f3c2fbbd85bfd51d0d18410af404a39
sha256:8e83f3ef3b5ad4bd7c4002d0201e4d5dd26a158c0be3ad29405ff4800d5661b8   registry.redhat.io/fuse7/fuse-karaf-openshift@sha256:8e83f3ef3b5ad4bd7c4002d0201e4d5dd26a158c0be3ad29405ff4800d5661b8
sha256:8ea791260e25ce5c5c88a26b8da90c4c376462679f5483cb33d5b46ff8132456   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:8ea791260e25ce5c5c88a26b8da90c4c376462679f5483cb33d5b46ff8132456
sha256:8f604f5f7bd2fe3e1bf1a9c854c3f6e0eb98025904267e8ecbcc4561138cd441   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:8f604f5f7bd2fe3e1bf1a9c854c3f6e0eb98025904267e8ecbcc4561138cd441
sha256:8fe32947cbf179f2e0ec6b194d030af1f49583bf505509ce5f5d193f33e506a3   registry.redhat.io/jboss-decisionserver-6/decisionserver64-openshift@sha256:8fe32947cbf179f2e0ec6b194d030af1f49583bf505509ce5f5d193f33e506a3
sha256:90fdd72d1f6fd8e7b7000ff3001892929efb4de2534038e2219ed385486f535f   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:90fdd72d1f6fd8e7b7000ff3001892929efb4de2534038e2219ed385486f535f
sha256:92ec675657e7b2cbf5819319dd4f4eaaf1ea9a08e15919de2d79e782501dad81   registry.redhat.io/redhat-sso-7/sso72-openshift@sha256:92ec675657e7b2cbf5819319dd4f4eaaf1ea9a08e15919de2d79e782501dad81
sha256:956ad570b06da524a856c6c2b421c8b4aab160fc4565cde798c72fa050c2dedf   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:956ad570b06da524a856c6c2b421c8b4aab160fc4565cde798c72fa050c2dedf
sha256:9753b244ac1a434f7f0149695571c32f5a58a6a0efe6036f57c5e8abf279a923   registry.redhat.io/jboss-webserver-5/webserver54-openjdk8-tomcat9-openshift-rhel7@sha256:9753b244ac1a434f7f0149695571c32f5a58a6a0efe6036f57c5e8abf279a923
sha256:975f7e75d4b71efd5549520fd99caad1fc14b4a314456342b8f657a9d88c0e8f   registry.redhat.io/fuse7/fuse-console@sha256:975f7e75d4b71efd5549520fd99caad1fc14b4a314456342b8f657a9d88c0e8f
sha256:97a653b10f6629180ffeb0c5d53dc6f6b97baec7aaffac4b4fe8440ec17ce070   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:97a653b10f6629180ffeb0c5d53dc6f6b97baec7aaffac4b4fe8440ec17ce070
sha256:97b5baeae78e08665160d2db6839dacd6718631d30a836dfac4952d12a2479e5   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:97b5baeae78e08665160d2db6839dacd6718631d30a836dfac4952d12a2479e5
sha256:988da55b7bd245ef2466d928c24cc16ab007b6467f5b415a42b24fbbf4628ef1   registry.redhat.io/fuse7/fuse-console@sha256:988da55b7bd245ef2466d928c24cc16ab007b6467f5b415a42b24fbbf4628ef1
sha256:997e7c0628c2d1e3f1b178c47e83e79ff18f198c03c174df78b0f80ead61523f   registry.redhat.io/jboss-processserver-6/processserver64-openshift@sha256:997e7c0628c2d1e3f1b178c47e83e79ff18f198c03c174df78b0f80ead61523f
sha256:9a236037220cd4a63c8d0cc24bc0b8487430677ccb86120324ab934341497383   registry.redhat.io/ubi8/ruby-27@sha256:9a236037220cd4a63c8d0cc24bc0b8487430677ccb86120324ab934341497383
sha256:9b9f00046aa9c79dcee91da228e05c7cf61355c46580f0af8868ffb73ec84ebe   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:9b9f00046aa9c79dcee91da228e05c7cf61355c46580f0af8868ffb73ec84ebe
sha256:9cef1f9e1f7b26bc41eb6e95bc5ed17b5e40c03519dcefa0b82e1198ecba5a50   image-registry.openshift-image-registry.svc:5000/ci/sh-tools@sha256:9cef1f9e1f7b26bc41eb6e95bc5ed17b5e40c03519dcefa0b82e1198ecba5a50
sha256:9d0ed8688df061f7555046a61cec60f909b325e77dee6aec9d2350f81efa0b46   registry.redhat.io/fuse7/fuse-eap-openshift@sha256:9d0ed8688df061f7555046a61cec60f909b325e77dee6aec9d2350f81efa0b46
sha256:9f1ac6968732faa1196366fbb3fe9cda508999f04772c544269e407ea6961b5a   registry.redhat.io/jboss-datavirt-6/datavirt64-openshift@sha256:9f1ac6968732faa1196366fbb3fe9cda508999f04772c544269e407ea6961b5a
sha256:9f86ab0b7ed4cb978398b1db47527ac4beefc796ce3d2476bef3d8573a82c641   registry.redhat.io/fuse7/fuse-apicurito@sha256:9f86ab0b7ed4cb978398b1db47527ac4beefc796ce3d2476bef3d8573a82c641
sha256:9fa3848b9a774114097600ec2a27a56475562eee77de3fb83892ae109235f546   registry.access.redhat.com/ubi8/dotnet-50@sha256:9fa3848b9a774114097600ec2a27a56475562eee77de3fb83892ae109235f546
sha256:a0034bdb196abb095b39446a172b2bd0a150646ea5c350f712c1a6be235df955   registry.redhat.io/jboss-datavirt-6/datavirt64-driver-openshift@sha256:a0034bdb196abb095b39446a172b2bd0a150646ea5c350f712c1a6be235df955
sha256:a09fa483cb8534f57c3402da82d4d516dda830f9685cbb67c2ce70c8e8014033   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:a09fa483cb8534f57c3402da82d4d516dda830f9685cbb67c2ce70c8e8014033
sha256:a1eb1ba3b93c2c16a9493f3ca94e855cf51f785e5f59a1ce6dffc696ee49c661   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift@sha256:a1eb1ba3b93c2c16a9493f3ca94e855cf51f785e5f59a1ce6dffc696ee49c661
sha256:a4e8d81c9e54234f84072295425120e358752d58af8297ecfbae5d4ad01e6a2e   registry.redhat.io/jboss-datagrid-7/datagrid73-openshift@sha256:a4e8d81c9e54234f84072295425120e358752d58af8297ecfbae5d4ad01e6a2e
sha256:a7972229bd9da8cddd3e18d4028c109ab5182b61d10764304851308b79e8fb95   registry.redhat.io/dotnet/dotnet-21-runtime-rhel7@sha256:a7972229bd9da8cddd3e18d4028c109ab5182b61d10764304851308b79e8fb95
sha256:a83555778e9403ea9efb6a40812df41c8d8d94f215289251b3c713574aa989a3   registry.access.redhat.com/ubi8/dotnet-31-runtime@sha256:a83555778e9403ea9efb6a40812df41c8d8d94f215289251b3c713574aa989a3
sha256:ab5959c16a06df4550732052d9866a1ee75366d6c59420dc52f1b2372e9034bb   registry.redhat.io/jboss-webserver-3/webserver31-tomcat8-openshift@sha256:ab5959c16a06df4550732052d9866a1ee75366d6c59420dc52f1b2372e9034bb
sha256:ac3ba9b7af6db5742eb76bc58eb7f1e2b8226f6a0c1f0db2f5ccda1c2a276ac9   registry.redhat.io/fuse7/fuse-console@sha256:ac3ba9b7af6db5742eb76bc58eb7f1e2b8226f6a0c1f0db2f5ccda1c2a276ac9
sha256:aca5ecfef6246448345907a39f45ea01282b32389b24500275ea88026904f2b3   registry.redhat.io/jboss-amq-6/amq62-openshift@sha256:aca5ecfef6246448345907a39f45ea01282b32389b24500275ea88026904f2b3
sha256:adc5b484c12f915309a95acb71890e4a1a8148d5dadd6cc22d0794cdab81557b   registry.redhat.io/fuse7/fuse-java-openshift@sha256:adc5b484c12f915309a95acb71890e4a1a8148d5dadd6cc22d0794cdab81557b
sha256:ae7c07fccaaec3ad4a83a2309893b03e94010b2d046de8c38e3d5af45366f84c   registry.redhat.io/jboss-datagrid-7/datagrid73-openshift@sha256:ae7c07fccaaec3ad4a83a2309893b03e94010b2d046de8c38e3d5af45366f84c
sha256:aeb830fd6430aa2933c6407bf3a9d407a2488b0bc3d36000b16a278fc6a3eeac   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:aeb830fd6430aa2933c6407bf3a9d407a2488b0bc3d36000b16a278fc6a3eeac
sha256:aef672575e93481d5a408e757562f6ed72b1736b5bc2ce92f3b2896e638db0c7   registry.redhat.io/jboss-eap-7/eap72-openshift@sha256:aef672575e93481d5a408e757562f6ed72b1736b5bc2ce92f3b2896e638db0c7
sha256:afe904fd986c4147d1905813eb1a2f5bc3480ecad5b70b4ccfec384271777429   registry.redhat.io/redhat-openjdk-18/openjdk18-openshift@sha256:afe904fd986c4147d1905813eb1a2f5bc3480ecad5b70b4ccfec384271777429
sha256:b05deef328f4c159f445cf6faa6485250f493e63568ed4dff05c3512b433c0ee   registry.redhat.io/jboss-decisionserver-6/decisionserver64-openshift@sha256:b05deef328f4c159f445cf6faa6485250f493e63568ed4dff05c3512b433c0ee
sha256:b23e7039536d91f6d622b89d40a92094b7db030e1bb276f4beab6c6274e642b0   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:b23e7039536d91f6d622b89d40a92094b7db030e1bb276f4beab6c6274e642b0
sha256:b41457dab93d8b930b99e6bef2c4157fecec99dc2a89d9bdaa623e18b838c08e   quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:b41457dab93d8b930b99e6bef2c4157fecec99dc2a89d9bdaa623e18b838c08e
sha256:b45fee1a943115994047f26ebf99ba63244fd38bc4b6b52eea23a4483a0d1381   registry.redhat.io/rhel8/mariadb-103@sha256:b45fee1a943115994047f26ebf99ba63244fd38bc4b6b52eea23a4483a0d1381
sha256:b4859aa91e382e10fe78a118fd62432beeec4e16ff50f861718de3840359844a   registry.redhat.io/jboss-eap-6/eap64-openshift@sha256:b4859aa91e382e10fe78a118fd62432beeec4e16ff50f861718de3840359844a
sha256:b4c9608c9fc477d5b4f1696734ef3f7b1580aceeb7228cb0abe90e2b9f61085b   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-openshift-rhel8@sha256:b4c9608c9fc477d5b4f1696734ef3f7b1580aceeb7228cb0abe90e2b9f61085b
sha256:b852f0fc0e78b7a7fac15c3cc026483efe2e2036336e130166dc9c43f3737c4b   registry.redhat.io/jboss-eap-7-tech-preview/eap-cd-runtime-openshift-rhel8@sha256:b852f0fc0e78b7a7fac15c3cc026483efe2e2036336e130166dc9c43f3737c4b
sha256:ba0bb0b1b9bed00d24bd73b59b6a3f7a46714ba1c0e1b900572dc580eedde68c   registry.redhat.io/fuse7/fuse-java-openshift@sha256:ba0bb0b1b9bed00d24bd73b59b6a3f7a46714ba1c0e1b900572dc580eedde68c
sha256:bbc247f5a68c94ab83dd89fbbe0a4c57e8e0a8930b35ad2aae117ca748456b2f   registry.redhat.io/jboss-eap-7/eap72-openjdk11-openshift-rhel8@sha256:bbc247f5a68c94ab83dd89fbbe0a4c57e8e0a8930b35ad2aae117ca748456b2f
sha256:bd9114ca8b0fb3f72eb4a5c388405888a6b3d69a0dbce18f9f7c0db4c3390e04   registry.redhat.io/jboss-eap-7/eap73-openjdk11-runtime-openshift-rhel8@sha256:bd9114ca8b0fb3f72eb4a5c388405888a6b3d69a0dbce18f9f7c0db4c3390e04
sha256:bdb6f8c9316d9de6ed3aba2b3e20ae21419e6ab69793e676243d63c86de87db7   registry.redhat.io/jboss-decisionserver-6/decisionserver64-openshift@sha256:bdb6f8c9316d9de6ed3aba2b3e20ae21419e6ab69793e676243d63c86de87db7
